,,,openInterest,openInterest,volume,volume
optionType,,,calls,puts,calls,puts
symbol,strike,expiration,,,,
AAPL,165.0,2024-07-19,315.0,1523.0,4.0,40.0
AAPL,165.0,2024-08-16,60.0,418.0,3.0,5.0
AAPL,165.0,2024-09-20,1010.0,7114.0,3.0,9.0
AAPL,165.0,2024-12-20,587.0,1740.0,1.0,117.0
AAPL,165.0,2025-01-17,5383.0,9280.0,46.0,73.0
AAPL,165.0,2025-06-20,945.0,2197.0,53.0,2.0
AAPL,165.0,2025-09-19,46.0,158.0,1.0,1.0
AAPL,165.0,2025-12-19,2890.0,1576.0,4.0,23.0
AAPL,165.0,2026-01-16,195.0,2073.0,5.0,27.0
AAPL,165.0,2026-06-18,27.0,83.0,1.0,10.0
AAPL,167.5,2024-01-26,105.0,1700.0,56.0,328.0
AAPL,167.5,2024-02-02,38.0,229.0,0.0,12.0
AAPL,170.0,2024-01-26,620.0,4586.0,134.0,1803.0
AAPL,170.0,2024-02-02,753.0,7742.0,77.0,671.0
AAPL,170.0,2024-02-09,229.0,3292.0,14.0,363.0
AAPL,170.0,2024-02-16,9283.0,35859.0,691.0,7437.0
AAPL,170.0,2024-02-23,42.0,1029.0,17.0,281.0
AAPL,170.0,2024-03-01,89.0,579.0,11.0,189.0
AAPL,170.0,2024-03-15,10870.0,34681.0,274.0,4018.0
AAPL,170.0,2024-04-19,2947.0,10533.0,110.0,740.0
AAPL,170.0,2024-05-17,864.0,2520.0,47.0,166.0
AAPL,170.0,2024-06-21,9895.0,34113.0,203.0,141.0
AAPL,170.0,2024-07-19,376.0,1498.0,7.0,37.0
AAPL,170.0,2024-08-16,69.0,484.0,27.0,4.0
AAPL,170.0,2024-09-20,5249.0,13187.0,15.0,31.0
AAPL,170.0,2024-12-20,2176.0,3529.0,11.0,13.0
AAPL,170.0,2025-01-17,10609.0,28091.0,239.0,205.0
AAPL,170.0,2025-06-20,1377.0,6264.0,8.0,17.0
AAPL,170.0,2025-09-19,56.0,341.0,1.0,25.0
AAPL,170.0,2025-12-19,2009.0,1809.0,10.0,97.0
AAPL,170.0,2026-01-16,954.0,1573.0,21.0,681.0
AAPL,170.0,2026-06-18,284.0,10.0,2.0,2.0
AAPL,172.5,2024-01-26,160.0,2913.0,67.0,451.0
AAPL,172.5,2024-02-02,55.0,1252.0,7.0,837.0
AAPL,175.0,2024-01-26,702.0,10312.0,269.0,1543.0
AAPL,175.0,2024-02-02,830.0,6205.0,55.0,1117.0
AAPL,175.0,2024-02-09,475.0,5033.0,20.0,1056.0
AAPL,175.0,2024-02-16,10046.0,36268.0,535.0,9278.0
AAPL,175.0,2024-02-23,64.0,583.0,9.0,232.0
AAPL,175.0,2024-03-01,39.0,475.0,12.0,269.0
AAPL,175.0,2024-03-15,15084.0,26507.0,256.0,3268.0
AAPL,175.0,2024-04-19,3488.0,8901.0,54.0,493.0
AAPL,175.0,2024-05-17,426.0,1253.0,53.0,257.0
AAPL,175.0,2024-06-21,8869.0,42033.0,93.0,385.0
AAPL,175.0,2024-07-19,366.0,2927.0,42.0,269.0
AAPL,175.0,2024-08-16,49.0,133.0,40.0,10.0
AAPL,175.0,2024-09-20,8292.0,27879.0,25.0,38.0
AAPL,175.0,2024-12-20,1658.0,3162.0,23.0,49.0
AAPL,175.0,2025-01-17,5892.0,16637.0,99.0,100.0
AAPL,175.0,2025-06-20,851.0,1452.0,4.0,9.0
AAPL,175.0,2025-09-19,67.0,295.0,1.0,1.0
AAPL,175.0,2025-12-19,2077.0,4026.0,53.0,30.0
AAPL,175.0,2026-01-16,1643.0,1754.0,13.0,89.0
AAPL,175.0,2026-06-18,58.0,46.0,5.0,30.0
AAPL,177.5,2024-01-26,486.0,5937.0,356.0,2006.0
AAPL,177.5,2024-02-02,1059.0,2065.0,24.0,2033.0
AAPL,180.0,2024-01-26,3243.0,16143.0,1099.0,10385.0
AAPL,180.0,2024-02-02,4017.0,9418.0,331.0,2872.0
AAPL,180.0,2024-02-09,1671.0,4421.0,258.0,1893.0
AAPL,180.0,2024-02-16,16755.0,57904.0,2072.0,4216.0
AAPL,180.0,2024-02-23,750.0,2599.0,303.0,1308.0
AAPL,180.0,2024-03-01,220.0,412.0,29.0,282.0
AAPL,180.0,2024-03-15,16912.0,31529.0,3665.0,6959.0
AAPL,180.0,2024-04-19,3485.0,7603.0,425.0,1041.0
AAPL,180.0,2024-05-17,1338.0,2603.0,136.0,92.0
AAPL,180.0,2024-06-21,14573.0,33825.0,120.0,262.0
AAPL,180.0,2024-07-19,756.0,10514.0,83.0,18.0
AAPL,180.0,2024-08-16,984.0,109.0,15.0,6.0
AAPL,180.0,2024-09-20,11017.0,16109.0,54.0,16.0
AAPL,180.0,2024-12-20,5406.0,13423.0,29.0,16.0
AAPL,180.0,2025-01-17,8562.0,22663.0,206.0,230.0
AAPL,180.0,2025-06-20,1625.0,2758.0,33.0,3.0
AAPL,180.0,2025-09-19,17.0,243.0,6.0,3.0
AAPL,180.0,2025-12-19,4732.0,3697.0,55.0,3.0
AAPL,180.0,2026-01-16,2290.0,1078.0,26.0,41.0
AAPL,180.0,2026-06-18,292.0,60.0,383.0,4.0
AAPL,182.5,2024-01-26,6376.0,10959.0,1326.0,8847.0
AAPL,182.5,2024-02-02,1145.0,1450.0,635.0,1088.0
AAPL,185.0,2024-01-26,18252.0,23063.0,6086.0,22090.0
AAPL,185.0,2024-02-02,10686.0,6474.0,2198.0,4572.0
AAPL,185.0,2024-02-09,5596.0,3247.0,697.0,979.0
AAPL,185.0,2024-02-16,21272.0,33303.0,2336.0,7959.0
AAPL,185.0,2024-02-23,3751.0,895.0,463.0,756.0
AAPL,185.0,2024-03-01,516.0,726.0,358.0,572.0
AAPL,185.0,2024-03-15,19568.0,19985.0,3040.0,2781.0
AAPL,185.0,2024-04-19,7358.0,6466.0,716.0,726.0
AAPL,185.0,2024-05-17,4742.0,3800.0,459.0,179.0
AAPL,185.0,2024-06-21,11445.0,8496.0,399.0,146.0
AAPL,185.0,2024-07-19,1230.0,1355.0,153.0,253.0
AAPL,185.0,2024-08-16,1178.0,138.0,17.0,2.0
AAPL,185.0,2024-09-20,11618.0,6202.0,61.0,46.0
AAPL,185.0,2024-12-20,6821.0,9280.0,60.0,16.0
AAPL,185.0,2025-01-17,14214.0,17679.0,316.0,1064.0
AAPL,185.0,2025-06-20,1217.0,2876.0,8.0,18.0
AAPL,185.0,2025-09-19,40.0,139.0,1.0,30.0
AAPL,185.0,2025-12-19,2311.0,1412.0,20.0,10.0
AAPL,185.0,2026-01-16,1192.0,3182.0,16.0,52.0
AAPL,185.0,2026-06-18,535.0,15.0,407.0,2.0
AAPL,187.5,2024-01-26,20357.0,11344.0,12341.0,21213.0
AAPL,187.5,2024-02-02,14406.0,1597.0,15166.0,3746.0
AAPL,190.0,2024-01-26,26315.0,9620.0,48773.0,23889.0
AAPL,190.0,2024-02-02,20556.0,23384.0,15014.0,5281.0
AAPL,190.0,2024-02-09,15247.0,6011.0,13131.0,5270.0
AAPL,190.0,2024-02-16,47094.0,43854.0,13767.0,9613.0
AAPL,190.0,2024-02-23,2025.0,837.0,1075.0,517.0
AAPL,190.0,2024-03-01,552.0,320.0,496.0,309.0
AAPL,190.0,2024-03-15,32051.0,34451.0,12588.0,7081.0
AAPL,190.0,2024-04-19,10538.0,9633.0,1741.0,1058.0
AAPL,190.0,2024-05-17,2967.0,2234.0,1463.0,2085.0
AAPL,190.0,2024-06-21,16489.0,19519.0,503.0,420.0
AAPL,190.0,2024-07-19,1300.0,654.0,148.0,58.0
AAPL,190.0,2024-08-16,525.0,27.0,33.0,5.0
AAPL,190.0,2024-09-20,14248.0,8679.0,183.0,191.0
AAPL,190.0,2024-12-20,4053.0,20886.0,85.0,64.0
AAPL,190.0,2025-01-17,18034.0,15468.0,674.0,7937.0
AAPL,190.0,2025-06-20,5029.0,1601.0,60.0,55.0
AAPL,190.0,2025-09-19,94.0,151.0,12.0,2.0
AAPL,190.0,2025-12-19,2764.0,2635.0,16.0,8.0
AAPL,190.0,2026-01-16,1026.0,430.0,35.0,19.0
AAPL,190.0,2026-06-18,275.0,13.0,31.0,7.0
AAPL,192.5,2024-01-26,26038.0,3548.0,55119.0,7059.0
AAPL,192.5,2024-02-02,4552.0,1376.0,5703.0,1784.0
AAPL,195.0,2024-01-26,36938.0,3745.0,64257.0,847.0
AAPL,195.0,2024-02-02,14586.0,2482.0,6985.0,1070.0
AAPL,195.0,2024-02-09,7719.0,320.0,2004.0,310.0
AAPL,195.0,2024-02-16,48008.0,18179.0,11912.0,1075.0
AAPL,195.0,2024-02-23,2190.0,135.0,1546.0,64.0
AAPL,195.0,2024-03-01,1068.0,54.0,964.0,49.0
AAPL,195.0,2024-03-15,24960.0,14343.0,3830.0,225.0
AAPL,195.0,2024-04-19,11996.0,3416.0,1375.0,289.0
AAPL,195.0,2024-05-17,2154.0,1627.0,822.0,331.0
AAPL,195.0,2024-06-21,14613.0,11472.0,310.0,87.0
AAPL,195.0,2024-07-19,1142.0,1532.0,192.0,8.0
AAPL,195.0,2024-08-16,275.0,25.0,26.0,2.0
AAPL,195.0,2024-09-20,10582.0,4118.0,309.0,7.0
AAPL,195.0,2024-12-20,3060.0,3063.0,216.0,15.0
AAPL,195.0,2025-01-17,8535.0,8607.0,62.0,6.0
AAPL,195.0,2025-06-20,4157.0,359.0,50.0,2.0
AAPL,195.0,2025-09-19,127.0,85.0,15.0,1.0
AAPL,195.0,2025-12-19,1995.0,2184.0,5.0,5.0
AAPL,195.0,2026-01-16,4761.0,217.0,10.0,33.0
AAPL,195.0,2026-06-18,215.0,26.0,11.0,25.0
AAPL,197.5,2024-01-26,9401.0,175.0,12912.0,86.0
AAPL,197.5,2024-02-02,2763.0,23.0,2649.0,27.0
AAPL,200.0,2024-01-26,28862.0,111.0,89118.0,60.0
AAPL,200.0,2024-02-02,18254.0,730.0,7682.0,176.0
AAPL,200.0,2024-02-09,8663.0,841.0,3267.0,114.0
AAPL,200.0,2024-02-16,70941.0,3795.0,18927.0,161.0
AAPL,200.0,2024-02-23,7461.0,24.0,6771.0,13.0
AAPL,200.0,2024-03-01,8204.0,27.0,2061.0,16.0
AAPL,200.0,2024-03-15,37620.0,11784.0,5771.0,163.0
AAPL,200.0,2024-04-19,20794.0,2523.0,2002.0,31.0
AAPL,200.0,2024-05-17,2757.0,143.0,1990.0,6.0
AAPL,200.0,2024-06-21,30233.0,7213.0,1027.0,106.0
AAPL,200.0,2024-07-19,2865.0,1909.0,224.0,48.0
AAPL,200.0,2024-08-16,366.0,16.0,82.0,3.0
AAPL,200.0,2024-09-20,16630.0,5922.0,301.0,65.0
AAPL,200.0,2024-12-20,7613.0,3414.0,197.0,15.0
AAPL,200.0,2025-01-17,24984.0,9912.0,1252.0,772.0
AAPL,200.0,2025-06-20,2666.0,3518.0,10.0,201.0
AAPL,200.0,2025-09-19,177.0,61.0,35.0,6.0
AAPL,200.0,2025-12-19,6317.0,3004.0,42.0,26.0
AAPL,200.0,2026-01-16,3769.0,585.0,85.0,18.0
AAPL,200.0,2026-06-18,353.0,9.0,51.0,1.0
AAPL,202.5,2024-01-26,3526.0,3.0,3490.0,1.0
AAPL,202.5,2024-02-02,2549.0,11.0,1298.0,11.0
AAPL,205.0,2024-01-26,13184.0,19.0,10982.0,2.0
AAPL,205.0,2024-02-02,3231.0,1.0,1815.0,1.0
AAPL,205.0,2024-02-09,2886.0,3.0,1512.0,2.0
AAPL,205.0,2024-02-16,26006.0,100.0,4805.0,12.0
AAPL,205.0,2024-02-23,993.0,0.0,778.0,0.0
AAPL,205.0,2024-03-01,533.0,,394.0,
AAPL,205.0,2024-03-15,40808.0,1155.0,2760.0,18.0
AAPL,205.0,2024-04-19,10258.0,709.0,1771.0,3.0
AAPL,205.0,2024-05-17,1448.0,30.0,427.0,6.0
AAPL,205.0,2024-06-21,13525.0,4064.0,365.0,1.0
AAPL,205.0,2024-07-19,2811.0,839.0,170.0,1.0
AAPL,205.0,2024-08-16,999.0,3.0,182.0,0.0
AAPL,205.0,2024-09-20,7405.0,5980.0,202.0,7.0
AAPL,205.0,2024-12-20,3911.0,1779.0,138.0,16.0
AAPL,205.0,2025-01-17,9796.0,3091.0,265.0,428.0
AAPL,205.0,2025-06-20,4831.0,550.0,223.0,12.0
AAPL,205.0,2025-09-19,286.0,73.0,201.0,10.0
AAPL,205.0,2025-12-19,1397.0,1347.0,1.0,232.0
AAPL,205.0,2026-01-16,507.0,331.0,5.0,4.0
AAPL,205.0,2026-06-18,347.0,2.0,36.0,2.0
AAPL,207.5,2024-01-26,1910.0,,1620.0,
AAPL,207.5,2024-02-02,448.0,0.0,435.0,0.0
AAPL,210.0,2024-01-26,3533.0,1.0,601.0,1.0
AAPL,210.0,2024-02-02,1921.0,5.0,823.0,5.0
AAPL,210.0,2024-02-09,1510.0,10.0,1290.0,1.0
AAPL,210.0,2024-02-16,27549.0,96.0,3976.0,14.0
AAPL,210.0,2024-02-23,1023.0,1.0,512.0,1.0
AAPL,210.0,2024-03-01,756.0,0.0,268.0,2.0
AAPL,210.0,2024-03-15,74676.0,92.0,4327.0,51.0
AAPL,210.0,2024-04-19,7292.0,15.0,950.0,2.0
AAPL,210.0,2024-05-17,1414.0,3.0,230.0,3.0
AAPL,210.0,2024-06-21,18258.0,1637.0,3641.0,25.0
AAPL,210.0,2024-07-19,2532.0,26.0,254.0,1.0
AAPL,210.0,2024-08-16,511.0,,40.0,
AAPL,210.0,2024-09-20,14334.0,3984.0,340.0,27.0
AAPL,210.0,2024-12-20,3577.0,1733.0,109.0,2.0
AAPL,210.0,2025-01-17,11185.0,4529.0,169.0,1.0
AAPL,210.0,2025-06-20,5366.0,356.0,28.0,10.0
AAPL,210.0,2025-09-19,446.0,122.0,4.0,2.0
AAPL,210.0,2025-12-19,3539.0,3746.0,26.0,423.0
AAPL,210.0,2026-01-16,3383.0,54.0,3.0,2.0
AAPL,210.0,2026-06-18,241.0,2.0,62.0,0.0
AAPL,212.5,2024-01-26,437.0,,468.0,
AAPL,212.5,2024-02-02,202.0,,237.0,
AAPL,215.0,2024-01-26,2765.0,0.0,222.0,1.0
AAPL,215.0,2024-02-02,1272.0,0.0,197.0,1.0
AAPL,215.0,2024-02-09,596.0,,197.0,
AAPL,215.0,2024-02-16,12367.0,0.0,791.0,8.0
AAPL,215.0,2024-02-23,666.0,,488.0,
AAPL,215.0,2024-03-01,361.0,,128.0,
AAPL,215.0,2024-03-15,18828.0,1.0,1300.0,1.0
AAPL,215.0,2024-04-19,6767.0,17.0,317.0,2.0
AAPL,215.0,2024-05-17,1097.0,1.0,515.0,1.0
AAPL,215.0,2024-06-21,11582.0,243.0,417.0,2.0
AAPL,215.0,2024-07-19,2706.0,0.0,246.0,2.0
AAPL,215.0,2024-08-16,249.0,50.0,22.0,0.0
AAPL,215.0,2024-09-20,4820.0,468.0,418.0,2.0
AAPL,215.0,2024-12-20,4164.0,583.0,103.0,1.0
AAPL,215.0,2025-01-17,9715.0,1234.0,374.0,23.0
AAPL,215.0,2025-06-20,7001.0,667.0,238.0,7.0
AAPL,215.0,2025-09-19,68.0,262.0,19.0,1.0
AAPL,215.0,2025-12-19,1342.0,4667.0,30.0,408.0
AAPL,215.0,2026-01-16,691.0,38.0,16.0,1.0
AAPL,215.0,2026-06-18,44.0,6.0,21.0,2.0
AAPL,220.0,2024-01-26,1169.0,1.0,19.0,1.0
AAPL,220.0,2024-02-02,850.0,,381.0,
AAPL,220.0,2024-02-09,242.0,,106.0,
AAPL,220.0,2024-02-16,14630.0,2.0,720.0,2.0
AAPL,220.0,2024-02-23,139.0,,9.0,
AAPL,220.0,2024-03-01,83.0,,59.0,
AAPL,220.0,2024-03-15,24257.0,3.0,3320.0,1.0
AAPL,220.0,2024-04-19,4402.0,0.0,789.0,1.0
AAPL,220.0,2024-05-17,1906.0,1.0,186.0,1.0
AAPL,220.0,2024-06-21,25555.0,8.0,352.0,1.0
AAPL,220.0,2024-07-19,1441.0,0.0,278.0,1.0
AAPL,220.0,2024-08-16,509.0,0.0,78.0,0.0
AAPL,220.0,2024-09-20,22553.0,345.0,357.0,1.0
AAPL,220.0,2024-12-20,4214.0,41.0,563.0,5.0
AAPL,220.0,2025-01-17,18748.0,2814.0,1060.0,2.0
AAPL,220.0,2025-06-20,2668.0,992.0,50.0,7.0
AAPL,220.0,2025-09-19,281.0,139.0,11.0,16.0
AAPL,220.0,2025-12-19,2412.0,1489.0,112.0,7.0
AAPL,220.0,2026-01-16,2152.0,64.0,106.0,7.0
AAPL,220.0,2026-06-18,73.0,1.0,19.0,0.0
AAPL,225.0,2024-01-26,582.0,0.0,5.0,0.0
AAPL,225.0,2024-02-02,374.0,,37.0,
AAPL,225.0,2024-02-09,184.0,,88.0,
AAPL,225.0,2024-02-16,3167.0,0.0,386.0,1.0
AAPL,225.0,2024-02-23,20.0,0.0,4.0,0.0
AAPL,225.0,2024-03-01,46.0,,22.0,
AAPL,225.0,2024-03-15,8775.0,0.0,313.0,1.0
AAPL,225.0,2024-04-19,2028.0,0.0,102.0,1.0
AAPL,225.0,2024-05-17,491.0,0.0,60.0,5.0
AAPL,225.0,2024-06-21,35556.0,0.0,228.0,2.0
AAPL,225.0,2024-07-19,1725.0,0.0,79.0,1.0
AAPL,225.0,2024-08-16,2601.0,,2577.0,
AAPL,225.0,2024-09-20,17470.0,1.0,189.0,6.0
AAPL,225.0,2024-12-20,3594.0,20.0,1157.0,2.0
AAPL,225.0,2025-01-17,10463.0,13.0,505.0,5.0
AAPL,225.0,2025-06-20,1844.0,1584.0,6.0,6.0
AAPL,225.0,2025-09-19,285.0,171.0,229.0,16.0
AAPL,225.0,2025-12-19,1344.0,1221.0,1.0,14.0
AAPL,225.0,2026-01-16,773.0,118.0,2.0,64.0
AAPL,225.0,2026-06-18,320.0,26.0,1.0,25.0
AAPL,230.0,2024-01-26,129.0,0.0,2.0,0.0
AAPL,230.0,2024-02-02,585.0,,421.0,
AAPL,230.0,2024-02-09,44.0,,13.0,
AAPL,230.0,2024-02-16,2163.0,0.0,94.0,6.0
AAPL,230.0,2024-02-23,19.0,,2.0,
AAPL,230.0,2024-03-01,48.0,,35.0,
AAPL,230.0,2024-03-15,4598.0,1.0,414.0,1.0
AAPL,230.0,2024-04-19,15080.0,0.0,157.0,4.0
AAPL,230.0,2024-05-17,230.0,,131.0,
AAPL,230.0,2024-06-21,15216.0,0.0,659.0,1.0
AAPL,230.0,2024-07-19,3475.0,0.0,57.0,1.0
AAPL,230.0,2024-08-16,1349.0,,169.0,
AAPL,230.0,2024-09-20,14114.0,0.0,296.0,8.0
AAPL,230.0,2024-12-20,9169.0,3.0,20.0,5.0
AAPL,230.0,2025-01-17,14047.0,18.0,270.0,4.0
AAPL,230.0,2025-06-20,1880.0,20.0,4.0,20.0
AAPL,230.0,2025-09-19,117.0,536.0,6.0,2.0
AAPL,230.0,2025-12-19,3061.0,306.0,54.0,122.0
AAPL,230.0,2026-01-16,1718.0,128.0,85.0,5.0
AAPL,230.0,2026-06-18,252.0,5.0,6.0,5.0
AAPL,235.0,2024-01-26,434.0,,5.0,
AAPL,235.0,2024-02-02,86.0,,3.0,
AAPL,235.0,2024-02-09,159.0,,120.0,
AAPL,235.0,2024-02-16,1294.0,0.0,4.0,36.0
AAPL,235.0,2024-02-23,33.0,,32.0,
AAPL,235.0,2024-03-15,8013.0,0.0,210.0,1.0
AAPL,235.0,2024-04-19,1883.0,0.0,52.0,0.0
AAPL,235.0,2024-05-17,131.0,,25.0,
AAPL,235.0,2024-06-21,9198.0,0.0,352.0,6.0
AAPL,235.0,2024-07-19,733.0,,114.0,
AAPL,235.0,2024-08-16,119.0,,113.0,
AAPL,235.0,2024-09-20,1925.0,0.0,61.0,8.0
AAPL,235.0,2024-12-20,7878.0,1.0,38.0,5.0
AAPL,235.0,2025-01-17,6721.0,3.0,679.0,5.0
AAPL,235.0,2025-06-20,1339.0,0.0,7.0,2.0
AAPL,235.0,2025-09-19,166.0,10.0,32.0,2.0
AAPL,235.0,2025-12-19,659.0,175.0,20.0,4.0
AAPL,235.0,2026-01-16,629.0,86.0,51.0,15.0
AAPL,235.0,2026-06-18,37.0,1.0,35.0,0.0
AAPL,240.0,2024-01-26,331.0,1.0,1.0,1.0
AAPL,240.0,2024-02-02,20.0,,1.0,
AAPL,240.0,2024-02-09,33.0,,1.0,
AAPL,240.0,2024-02-16,6155.0,0.0,40.0,2.0
AAPL,240.0,2024-02-23,15.0,,13.0,
AAPL,240.0,2024-03-01,9.0,,1.0,
AAPL,240.0,2024-03-15,3205.0,0.0,15.0,1.0
AAPL,240.0,2024-04-19,1454.0,0.0,33.0,0.0
AAPL,240.0,2024-05-17,270.0,0.0,48.0,0.0
AAPL,240.0,2024-06-21,9333.0,2.0,138.0,2.0
AAPL,240.0,2024-07-19,482.0,0.0,16.0,0.0
AAPL,240.0,2024-08-16,43.0,,18.0,
AAPL,240.0,2024-09-20,2601.0,0.0,23.0,2.0
AAPL,240.0,2024-12-20,11595.0,0.0,71.0,1.0
AAPL,240.0,2025-01-17,8776.0,4.0,4271.0,16.0
AAPL,240.0,2025-06-20,4428.0,5.0,11.0,227.0
AAPL,240.0,2025-09-19,59.0,0.0,32.0,5.0
AAPL,240.0,2025-12-19,1860.0,1.0,6.0,14.0
AAPL,240.0,2026-01-16,1110.0,0.0,54.0,1.0
AAPL,240.0,2026-06-18,202.0,,12.0,
AAPL,245.0,2024-01-26,9.0,,1.0,
AAPL,245.0,2024-02-02,23.0,,12.0,
AAPL,245.0,2024-02-09,8.0,,0.0,
AAPL,245.0,2024-02-16,1456.0,,510.0,
AAPL,245.0,2024-02-23,1.0,,1.0,
AAPL,245.0,2024-03-15,1429.0,0.0,52.0,830.0
AAPL,245.0,2024-04-19,1124.0,1.0,469.0,1.0
AAPL,245.0,2024-05-17,62.0,0.0,9.0,0.0
AAPL,245.0,2024-06-21,2242.0,1.0,3.0,4.0
AAPL,245.0,2024-07-19,347.0,,101.0,
AAPL,245.0,2024-08-16,132.0,,156.0,
AAPL,245.0,2024-09-20,769.0,0.0,102.0,2.0
AAPL,245.0,2024-12-20,1187.0,0.0,86.0,2.0
AAPL,245.0,2025-01-17,9465.0,1.0,10314.0,5.0
AAPL,245.0,2025-06-20,1636.0,0.0,41.0,70.0
AAPL,245.0,2025-09-19,7.0,0.0,3.0,0.0
AAPL,245.0,2025-12-19,470.0,7.0,2.0,1.0
AAPL,245.0,2026-01-16,480.0,1.0,2.0,80.0
AAPL,245.0,2026-06-18,135.0,,50.0,
AAPL,250.0,2024-01-26,1.0,,1.0,
AAPL,250.0,2024-02-02,171.0,,72.0,
AAPL,250.0,2024-02-09,,0.0,,0.0
AAPL,250.0,2024-02-16,1106.0,,21.0,
AAPL,250.0,2024-03-01,1.0,,0.0,
AAPL,250.0,2024-03-15,7198.0,0.0,2.0,1.0
AAPL,250.0,2024-04-19,1664.0,0.0,35.0,1.0
AAPL,250.0,2024-05-17,412.0,,52.0,
AAPL,250.0,2024-06-21,9392.0,1.0,43.0,1.0
AAPL,250.0,2024-07-19,259.0,0.0,11.0,0.0
AAPL,250.0,2024-08-16,90.0,,7.0,
AAPL,250.0,2024-09-20,3752.0,2.0,205.0,1.0
AAPL,250.0,2024-12-20,10767.0,0.0,37.0,1.0
AAPL,250.0,2025-01-17,66580.0,4.0,64939.0,16.0
AAPL,250.0,2025-06-20,2760.0,0.0,9.0,1.0
AAPL,250.0,2025-09-19,28.0,0.0,2.0,2.0
AAPL,250.0,2025-12-19,6155.0,3.0,16.0,10.0
AAPL,250.0,2026-01-16,3120.0,27.0,149.0,70.0
AAPL,250.0,2026-06-18,260.0,,126.0,
AAPL,255.0,2024-01-26,20.0,,0.0,
AAPL,255.0,2024-02-02,11.0,,10.0,
AAPL,255.0,2024-02-16,399.0,,10.0,
AAPL,255.0,2024-03-01,21.0,,21.0,
AAPL,255.0,2024-03-15,1051.0,0.0,6.0,0.0
AAPL,255.0,2024-04-19,313.0,,3.0,
AAPL,255.0,2024-05-17,483.0,2.0,11.0,1.0
AAPL,255.0,2024-06-21,2068.0,0.0,11.0,3.0
AAPL,255.0,2024-07-19,494.0,,11.0,
AAPL,255.0,2024-09-20,2733.0,0.0,3.0,1.0
AAPL,255.0,2024-12-20,1385.0,,4.0,
AAPL,255.0,2025-01-17,23757.0,0.0,5370.0,1.0
AAPL,255.0,2025-09-19,10.0,,8.0,
AAPL,255.0,2026-01-16,501.0,0.0,3.0,1.0
AAPL,255.0,2026-06-18,5.0,,1.0,
AAPL,260.0,2024-02-09,1.0,,0.0,
AAPL,260.0,2024-02-16,2198.0,0.0,6.0,0.0
AAPL,260.0,2024-03-01,1.0,,0.0,
AAPL,260.0,2024-03-15,2644.0,,100.0,
AAPL,260.0,2024-04-19,1314.0,,11.0,
AAPL,260.0,2024-05-17,141.0,0.0,46.0,1.0
AAPL,260.0,2024-06-21,3755.0,0.0,109.0,1.0
AAPL,260.0,2024-07-19,541.0,,1.0,
AAPL,260.0,2024-08-16,217.0,,109.0,
AAPL,260.0,2024-09-20,2323.0,0.0,4.0,0.0
AAPL,260.0,2024-12-20,1466.0,0.0,46.0,6.0
AAPL,260.0,2025-01-17,9893.0,0.0,5277.0,10.0
AAPL,260.0,2025-06-20,461.0,0.0,181.0,0.0
AAPL,260.0,2025-09-19,37.0,0.0,3.0,1.0
AAPL,260.0,2025-12-19,886.0,0.0,9.0,2.0
AAPL,260.0,2026-01-16,426.0,0.0,53.0,300.0
AAPL,260.0,2026-06-18,38.0,,13.0,
AAPL,265.0,2024-01-26,136.0,0.0,1.0,0.0
AAPL,265.0,2024-02-02,2.0,0.0,1.0,0.0
AAPL,265.0,2024-02-16,316.0,0.0,10.0,1.0
AAPL,265.0,2024-02-23,76.0,,15.0,
AAPL,265.0,2024-03-15,1055.0,,80.0,
AAPL,265.0,2024-04-19,505.0,,100.0,
AAPL,265.0,2024-05-17,11.0,,0.0,
AAPL,265.0,2024-06-21,941.0,0.0,7.0,8.0
AAPL,265.0,2024-07-19,166.0,,1.0,
AAPL,265.0,2024-09-20,628.0,0.0,9.0,4.0
AAPL,265.0,2024-12-20,713.0,0.0,2.0,1.0
AAPL,265.0,2025-01-17,3505.0,0.0,2019.0,1.0
AAPL,265.0,2025-09-19,5.0,0.0,2.0,15.0
AAPL,265.0,2026-01-16,99.0,0.0,1.0,1.0
AAPL,265.0,2026-06-18,68.0,,12.0,
AAPL,270.0,2024-02-16,848.0,0.0,4.0,0.0
AAPL,270.0,2024-03-15,1464.0,0.0,30.0,2.0
AAPL,270.0,2024-04-19,1088.0,,50.0,
AAPL,270.0,2024-05-17,27.0,0.0,2.0,0.0
AAPL,270.0,2024-06-21,2585.0,0.0,102.0,2.0
AAPL,270.0,2024-07-19,221.0,,1.0,
AAPL,270.0,2024-08-16,174.0,,129.0,
AAPL,270.0,2024-09-20,537.0,0.0,4.0,2.0
AAPL,270.0,2024-12-20,6220.0,0.0,100.0,2.0
AAPL,270.0,2025-01-17,11478.0,0.0,278.0,1.0
AAPL,270.0,2025-06-20,956.0,0.0,5.0,2.0
AAPL,270.0,2025-09-19,504.0,0.0,498.0,0.0
AAPL,270.0,2025-12-19,1061.0,0.0,1.0,2.0
AAPL,270.0,2026-01-16,185.0,0.0,4.0,2.0
AAPL,270.0,2026-06-18,31.0,,1.0,
AAPL,275.0,2024-02-16,128.0,,25.0,
AAPL,275.0,2024-03-15,2562.0,0.0,30.0,0.0
AAPL,275.0,2024-04-19,950.0,,1.0,
AAPL,275.0,2024-05-17,118.0,,5.0,
AAPL,275.0,2024-06-21,443.0,0.0,1.0,2.0
AAPL,275.0,2024-07-19,57.0,,1.0,
AAPL,275.0,2024-12-20,10320.0,,18.0,
